x-axis,1,2
second,Volt,Volt
-728.0000E-03,+4.3800000E+00,-57.4999E-03
-727.7500E-03,+4.3800000E+00,-57.4999E-03
-727.5000E-03,+4.3800000E+00,-57.4999E-03
-727.2500E-03,+4.3800000E+00,-119.9999E-03
-727.0000E-03,+4.3800000E+00,-119.9999E-03
-726.7500E-03,+4.4425000E+00,+5.0001E-03
-726.5000E-03,+4.3800000E+00,-57.4999E-03
-726.2500E-03,+4.3175000E+00,-119.9999E-03
-726.0000E-03,+4.3175000E+00,-57.4999E-03
-725.7500E-03,+4.3800000E+00,+5.0001E-03
-725.5000E-03,+4.3800000E+00,-57.4999E-03
-725.2500E-03,+4.4425000E+00,+5.0001E-03
-725.0000E-03,+4.3800000E+00,+5.0001E-03
-724.7500E-03,+4.3800000E+00,+5.0001E-03
-724.5000E-03,+4.3800000E+00,-57.4999E-03
-724.2500E-03,+4.3800000E+00,-57.4999E-03
-724.0000E-03,+4.3800000E+00,-57.4999E-03
-723.7500E-03,+4.3800000E+00,-57.4999E-03
-723.5000E-03,+4.3800000E+00,-57.4999E-03
-723.2500E-03,+4.3800000E+00,-119.9999E-03
-723.0000E-03,+4.3800000E+00,-119.9999E-03
-722.7500E-03,+4.3800000E+00,-119.9999E-03
-722.5000E-03,+4.4425000E+00,-119.9999E-03
-722.2500E-03,+4.3800000E+00,+5.0001E-03
-722.0000E-03,+4.3800000E+00,-57.4999E-03
-721.7500E-03,-182.5000E-03,-57.4999E-03
-721.5000E-03,-120.0000E-03,-57.4999E-03
-721.2500E-03,-120.0000E-03,-57.4999E-03
-721.0000E-03,-182.5000E-03,+4.6300001E+00
-720.7500E-03,-182.5000E-03,+4.5675001E+00
-720.5000E-03,-120.0000E-03,+4.5050001E+00
-720.2500E-03,-182.5000E-03,+4.5050001E+00
-720.0000E-03,-182.5000E-03,+4.5050001E+00
-719.7500E-03,-120.0000E-03,+4.5675001E+00
-719.5000E-03,-182.5000E-03,+4.5675001E+00
-719.2500E-03,-120.0000E-03,+4.4425001E+00
-719.0000E-03,-120.0000E-03,+4.5050001E+00
-718.7500E-03,-120.0000E-03,+4.5050001E+00
-718.5000E-03,-182.5000E-03,+4.5050001E+00
-718.2500E-03,-245.0000E-03,+4.5675001E+00
-718.0000E-03,-120.0000E-03,+4.5675001E+00
-717.7500E-03,-245.0000E-03,+4.5675001E+00
-717.5000E-03,-182.5000E-03,+4.5050001E+00
-717.2500E-03,-120.0000E-03,+4.5675001E+00
-717.0000E-03,-245.0000E-03,+4.5050001E+00
