x-axis,1,2
second,Volt,Volt
-500.0000E-03,-182.5000E-03,+4.5675001E+00
-499.7500E-03,-120.0000E-03,+4.5675001E+00
-499.5000E-03,-182.5000E-03,+4.5675001E+00
-499.2500E-03,-182.5000E-03,+4.5675001E+00
-499.0000E-03,-120.0000E-03,+4.5050001E+00
-498.7500E-03,-182.5000E-03,-119.9999E-03
-498.5000E-03,-182.5000E-03,-119.9999E-03
-498.2500E-03,-120.0000E-03,-57.4999E-03
-498.0000E-03,-182.5000E-03,-57.4999E-03
-497.7500E-03,-120.0000E-03,-57.4999E-03
-497.5000E-03,-120.0000E-03,-57.4999E-03
-497.2500E-03,-120.0000E-03,-57.4999E-03
-497.0000E-03,-182.5000E-03,-57.4999E-03
-496.7500E-03,-182.5000E-03,-57.4999E-03
-496.5000E-03,-120.0000E-03,-57.4999E-03
-496.2500E-03,-182.5000E-03,-57.4999E-03
-496.0000E-03,-120.0000E-03,-57.4999E-03
-495.7500E-03,-120.0000E-03,-57.4999E-03
-495.5000E-03,-245.0000E-03,+5.0001E-03
-495.2500E-03,-182.5000E-03,-57.4999E-03
-495.0000E-03,-245.0000E-03,+5.0001E-03
-494.7500E-03,-120.0000E-03,-57.4999E-03
-494.5000E-03,-182.5000E-03,+5.0001E-03
-494.2500E-03,-182.5000E-03,-57.4999E-03
-494.0000E-03,-182.5000E-03,-57.4999E-03
-493.7500E-03,-120.0000E-03,-57.4999E-03
-493.5000E-03,-120.0000E-03,-57.4999E-03
-493.2500E-03,-120.0000E-03,-57.4999E-03
-493.0000E-03,-120.0000E-03,-57.4999E-03
-492.7500E-03,-120.0000E-03,-57.4999E-03
-492.5000E-03,-245.0000E-03,+5.0001E-03
-492.2500E-03,-120.0000E-03,-57.4999E-03
-492.0000E-03,-245.0000E-03,+5.0001E-03
-491.7500E-03,+4.3175000E+00,+5.0001E-03
-491.5000E-03,+4.3800000E+00,-57.4999E-03
-491.2500E-03,+4.3800000E+00,-57.4999E-03
-491.0000E-03,+4.3800000E+00,+5.0001E-03
-490.7500E-03,+4.3800000E+00,-57.4999E-03
-490.5000E-03,+4.2550000E+00,+5.0001E-03
-490.2500E-03,+4.4425000E+00,+5.0001E-03
-490.0000E-03,+4.3800000E+00,-57.4999E-03
-489.7500E-03,+4.3175000E+00,-57.4999E-03
-489.5000E-03,+4.3800000E+00,+5.0001E-03
-489.2500E-03,+4.3800000E+00,-57.4999E-03
-489.0000E-03,+4.3800000E+00,-57.4999E-03
-488.7500E-03,+4.3800000E+00,-57.4999E-03
